f,a,x,y,v,x_abs,y_abs,second
6,11,0.4247293770313263,0.31862086057662964,0.9965620040893555,0.20302064222097396,0.27082773149013517,0.10106929133858268
7,28,0.35266706347465515,0.9422134757041931,0.9135022163391113,0.16857485634088515,0.8008814543485642,0.11791417322834646
7,27,0.3815023899078369,0.8902836441993713,0.4920167326927185,0.18235814237594605,0.7567410975694656,0.11791417322834646
7,24,0.4461314082145691,0.6032374501228333,0.9978084564208984,0.21325081312656402,0.5127518326044083,0.11791417322834646
7,23,0.4843585193157196,0.5975202322006226,0.9921005368232727,0.23152337223291397,0.5078921973705292,0.11791417322834646
7,16,0.5243434906005859,0.661273717880249,0.9312317967414856,0.2506361885070801,0.5620826601982116,0.11791417322834646
7,15,0.5110150575637817,0.6213431358337402,0.06529713422060013,0.24426519751548767,0.5281416654586792,0.11791417322834646
7,12,0.3658886253833771,0.3266361355781555,0.9998821020126343,0.17489476293325423,0.2776407152414322,0.11791417322834646
7,11,0.42181071639060974,0.3179967999458313,0.9964550137519836,0.20162552243471146,0.2702972799539566,0.11791417322834646
8,28,0.3473910987377167,0.9422190189361572,0.9140564203262329,0.16605294519662858,0.8008861660957336,0.13475905511811023
8,27,0.3816739618778229,0.8900426626205444,0.49091672897338867,0.18244015377759934,0.7565362632274628,0.13475905511811023
8,24,0.44614192843437195,0.6032720804214478,0.9977503418922424,0.2132558417916298,0.5127812683582306,0.13475905511811023
8,23,0.484106183052063,0.5974940657615662,0.9918686747550964,0.23140275549888611,0.5078699558973312,0.13475905511811023
8,16,0.5246156454086304,0.6607903838157654,0.9327455163002014,0.2507662785053253,0.5616718262434006,0.13475905511811023
8,15,0.5102475881576538,0.6189872026443481,0.06288426369428635,0.2438983471393585,0.5261391222476959,0.13475905511811023
8,12,0.3662150204181671,0.32634851336479187,0.9998796582221985,0.17505077975988387,0.2773962363600731,0.13475905511811023
8,11,0.42048192024230957,0.3169863820075989,0.9963476657867432,0.20099035787582398,0.26943842470645907,0.13475905511811023
9,28,0.3447732925415039,0.942217230796814,0.9128135442733765,0.16480163383483887,0.8008846461772918,0.15160393700787403
9,27,0.381856769323349,0.8897044658660889,0.48605653643608093,0.18252753573656083,0.7562487959861756,0.15160393700787403
9,24,0.4463185667991638,0.6032904982566833,0.9976773858070374,0.2133402749300003,0.5127969235181808,0.15160393700787403
9,23,0.48410966992378235,0.5974789261817932,0.9916150569915771,0.23140442222356797,0.5078570872545243,0.15160393700787403
9,16,0.5245318412780762,0.6600158214569092,0.933547854423523,0.2507262201309204,0.5610134482383728,0.15160393700787403
9,15,0.5095945000648499,0.6175335049629211,0.06038125976920128,0.24358617103099822,0.524903479218483,0.15160393700787403
9,12,0.3666197955608368,0.32574018836021423,0.9998762607574463,0.17524426227808,0.2768791601061821,0.15160393700787403
9,11,0.41903743147850037,0.3162877559661865,0.9961987137794495,0.20029989224672318,0.26884459257125853,0.15160393700787403
10,28,0.3471238911151886,0.9422333240509033,0.9094459414482117,0.16592521995306014,0.8008983254432678,0.1684488188976378
10,27,0.3819968104362488,0.8910297155380249,0.47529137134552,0.1825944753885269,0.7573752582073212,0.1684488188976378
10,24,0.4463955760002136,0.6033679842948914,0.9976066946983337,0.21337708532810212,0.5128627866506577,0.1684488188976378
10,23,0.48444753885269165,0.5975157022476196,0.9913971424102783,0.23156592357158662,0.5078883469104767,0.1684488188976378
10,16,0.5245739221572876,0.6599730253219604,0.9349671602249146,0.25074633479118347,0.5609770715236664,0.1684488188976378
10,15,0.5095002055168152,0.6173245906829834,0.05858908221125603,0.24354109823703765,0.5247259020805359,0.1684488188976378
10,12,0.36661791801452637,0.3250890076160431,0.9998745918273926,0.1752433648109436,0.2763256564736366,0.1684488188976378
10,11,0.41869139671325684,0.31574690341949463,0.9961228966712952,0.20013448762893676,0.26838486790657046,0.1684488188976378
11,28,0.355385422706604,0.9422299265861511,0.9075367450714111,0.1698742320537567,0.8008954375982285,0.1852937007874016
11,27,0.3868849575519562,0.8900022506713867,0.4699535369873047,0.18493100970983506,0.7565019130706787,0.1852937007874016
11,24,0.44614362716674805,0.6037482619285583,0.9975942969322205,0.21325665378570557,0.5131860226392746,0.1852937007874016
11,23,0.48445430397987366,0.597959578037262,0.9914041757583618,0.23156915730237962,0.5082656413316726,0.1852937007874016
11,16,0.5245965719223022,0.6599745154380798,0.936345100402832,0.25075716137886045,0.5609783381223679,0.1852937007874016
11,15,0.5097359418869019,0.6175749897956848,0.057709433138370514,0.2436537802219391,0.5249387413263321,0.1852937007874016
11,12,0.3666236698627472,0.3250799775123596,0.9998743534088135,0.17524611419439315,0.2763179808855057,0.1852937007874016
11,11,0.41881829500198364,0.31577935814857483,0.9961451888084412,0.20019514501094818,0.2684124544262886,0.1852937007874016
12,28,0.3535726070404053,0.9434569478034973,0.9090749621391296,0.16900770616531371,0.8019384056329727,0.20213858267716536
12,27,0.3860089182853699,0.8917519450187683,0.4690720736980438,0.1845122629404068,0.7579891532659531,0.20213858267716536
12,24,0.44654202461242676,0.6040421724319458,0.9975453615188599,0.21344708776474,0.5134358465671539,0.20213858267716536
12,23,0.48445993661880493,0.59840989112854,0.9911967515945435,0.23157184970378875,0.508648407459259,0.20213858267716536
12,16,0.5247789621353149,0.660152018070221,0.9369255900382996,0.25084434390068056,0.5611292153596878,0.20213858267716536
12,15,0.5099136829376221,0.6177175045013428,0.056109119206666946,0.24373874044418334,0.5250598788261414,0.20213858267716536
12,12,0.36640894412994385,0.32529208064079285,0.9998731017112732,0.17514347529411317,0.2764982685446739,0.20213858267716536
12,11,0.41829991340637207,0.3158354163169861,0.9960851073265076,0.19994735860824586,0.2684601038694382,0.20213858267716536
13,28,0.35318586230278015,0.9435304999351501,0.9076709151268005,0.1688228421807289,0.8020009249448776,0.21898346456692913
13,27,0.384624719619751,0.893538236618042,0.4613250195980072,0.18385061597824096,0.7595075011253357,0.21898346456692913
13,24,0.44702956080436707,0.6051806211471558,0.9974837899208069,0.21368013006448747,0.5144035279750824,0.21898346456692913
13,23,0.48467475175857544,0.5996724367141724,0.990968644618988,0.23167453134059907,0.5097215712070465,0.21898346456692913
13,16,0.5248042345046997,0.6604924201965332,0.9373623728752136,0.25085642409324643,0.5614185571670532,0.21898346456692913
13,15,0.5102165937423706,0.6181125044822693,0.05469902604818344,0.24388353180885314,0.5253956288099288,0.21898346456692913
13,12,0.36590075492858887,0.3256843388080597,0.999870777130127,0.17490056085586547,0.27683168798685076,0.21898346456692913
13,11,0.41837868094444275,0.31610867381095886,0.996021032333374,0.19998500949144363,0.268692372739315,0.21898346456692913
14,28,0.3549664318561554,0.9448003768920898,0.9064615964889526,0.16967395442724229,0.8030803203582764,0.23582834645669293
14,27,0.38460347056388855,0.8982709646224976,0.45418286323547363,0.18384045892953874,0.7635303199291229,0.23582834645669293
14,24,0.44716185331344604,0.6059718132019043,0.9974373579025269,0.2137433658838272,0.5150760412216187,0.23582834645669293
14,23,0.4847165644168854,0.6005476713180542,0.9907811284065247,0.2316945177912712,0.5104655206203461,0.23582834645669293
14,16,0.5250931978225708,0.6610569953918457,0.9376009702682495,0.25099454855918885,0.5618984460830688,0.23582834645669293
14,15,0.510886549949646,0.6201846599578857,0.05335705354809761,0.2442037708759308,0.5271569609642028,0.23582834645669293
14,12,0.3649823069572449,0.32604876160621643,0.9998685717582703,0.17446154272556305,0.27714144736528395,0.23582834645669293
14,11,0.41826122999191284,0.3166758418083191,0.9959787726402283,0.19992886793613435,0.26917446553707125,0.23582834645669293
15,28,0.3549310863018036,0.9465745687484741,0.9074770212173462,0.16965705925226213,0.804588383436203,0.2526732283464567
15,27,0.3890497386455536,0.8979883790016174,0.4540750980377197,0.1859657750725746,0.7632901221513748,0.2526732283464567
15,24,0.447172611951828,0.6065925359725952,0.9974586367607117,0.21374850851297378,0.515603655576706,0.2526732283464567
15,23,0.4849103093147278,0.6010916829109192,0.990809977054596,0.23178712785243988,0.5109279304742813,0.2526732283464567
15,16,0.5251328945159912,0.6618184447288513,0.9377342462539673,0.2510135235786438,0.5625456780195236,0.2526732283464567
15,15,0.5110562443733215,0.622805118560791,0.05199770629405975,0.2442848848104477,0.5293843507766723,0.2526732283464567
15,12,0.3649839460849762,0.3266138434410095,0.999867856502533,0.17446232622861862,0.27762176692485807,0.2526732283464567
15,11,0.4176928400993347,0.31708160042762756,0.9959704279899597,0.199657177567482,0.26951936036348345,0.2526732283464567
16,28,0.3551293611526489,0.9495468139648438,0.9087496399879456,0.1697518346309662,0.8071147918701171,0.26951811023622047
16,27,0.3885655999183655,0.9016242623329163,0.4550638794898987,0.18573435676097869,0.7663806229829788,0.26951811023622047
16,24,0.44722509384155273,0.6074977517127991,0.9974691867828369,0.2137735948562622,0.5163730889558792,0.26951811023622047
16,23,0.4848755896091461,0.6021444797515869,0.9908118844032288,0.23177053183317184,0.5118228077888489,0.26951811023622047
16,16,0.5256744623184204,0.6633511185646057,0.9376415014266968,0.251272392988205,0.5638484507799149,0.26951811023622047
16,15,0.5108516216278076,0.6255183219909668,0.050443969666957855,0.24418707513809204,0.5316905736923218,0.26951811023622047
16,12,0.3650670647621155,0.3283134698867798,0.9998672604560852,0.1745020569562912,0.2790664494037628,0.26951811023622047
16,11,0.4171477258205414,0.3183472454547882,0.9959415793418884,0.19939661294221878,0.27059515863656997,0.26951811023622047
17,28,0.35561978816986084,0.9500289559364319,0.9092642068862915,0.1699862587451935,0.8075246125459671,0.28636299212598426
17,27,0.388454794883728,0.9035688042640686,0.45488664507865906,0.185681391954422,0.7680334836244583,0.28636299212598426
17,24,0.44724947214126587,0.6081405878067017,0.9974691867828369,0.21378524768352508,0.5169194996356964,0.28636299212598426
17,23,0.48486942052841187,0.602942705154419,0.9907867312431335,0.23176758301258088,0.5125012993812561,0.28636299212598426
17,16,0.5257990956306458,0.6639381051063538,0.9375552535057068,0.25133196771144867,0.5643473893404007,0.28636299212598426
17,15,0.5105701088905334,0.6258465051651001,0.0490206740796566,0.24405251204967499,0.531969529390335,0.28636299212598426
17,12,0.365072637796402,0.3295243978500366,0.9998663067817688,0.17450472086668015,0.28009573817253114,0.28636299212598426
17,11,0.41699692606925964,0.31936973333358765,0.9959105253219604,0.19932453066110611,0.2714642733335495,0.28636299212598426
18,28,0.3579109311103821,0.9503399133682251,0.9063627123832703,0.17108142507076263,0.8077889263629914,0.30320787401574806
18,27,0.3858819603919983,0.9065682291984558,0.4465833604335785,0.1844515770673752,0.7705829948186874,0.30320787401574806
18,24,0.44717562198638916,0.6084393858909607,0.9974095821380615,0.213749947309494,0.5171734780073166,0.30320787401574806
18,23,0.4841531217098236,0.6033895611763,0.9906307458877563,0.23142519217729568,0.512881126999855,0.30320787401574806
18,16,0.5258105397224426,0.6643297672271729,0.9372175335884094,0.25133743798732755,0.564680302143097,0.30320787401574806
18,15,0.5105690956115723,0.6263518929481506,0.04747311770915985,0.24405202770233153,0.532399109005928,0.30320787401574806
18,12,0.365064799785614,0.3298817574977875,0.999861478805542,0.1745009742975235,0.28039949387311935,0.30320787401574806
18,11,0.41652077436447144,0.31972387433052063,0.995833694934845,0.19909693014621735,0.27176529318094256,0.30320787401574806
19,28,0.3589487373828888,0.9502315521240234,0.903175950050354,0.17157749646902085,0.8076968193054199,0.3200527559055118
19,27,0.38359883427619934,0.9061072468757629,0.4365915358066559,0.1833602427840233,0.7701911598443985,0.3200527559055118
19,24,0.44705960154533386,0.6084407567977905,0.9973711967468262,0.2136944895386696,0.5171746432781219,0.3200527559055118
19,23,0.4840357303619385,0.6033418774604797,0.9904944896697998,0.23136907911300658,0.5128405958414077,0.3200527559055118
19,16,0.5249127149581909,0.6642064452171326,0.9377222657203674,0.2509082777500153,0.5645754784345627,0.3200527559055118
19,15,0.510926365852356,0.6263004541397095,0.04668812453746796,0.24422280287742615,0.5323553860187531,0.3200527559055118
19,12,0.3645547330379486,0.3300846815109253,0.9998592138290405,0.17425716239213943,0.2805719792842865,0.3200527559055118
19,11,0.4164898097515106,0.32004106044769287,0.9958157539367676,0.19908212906122208,0.27203490138053893,0.3200527559055118
20,28,0.35894066095352173,0.9502437114715576,0.9013962149620056,0.1715736359357834,0.807707154750824,0.3368976377952756
20,27,0.38320863246917725,0.9063300490379333,0.4290180504322052,0.1831737263202667,0.7703805416822433,0.3368976377952756
20,24,0.4470044672489166,0.6085965037345886,0.9973847270011902,0.21366813534498214,0.5173070281744003,0.3368976377952756
20,23,0.48467734456062317,0.6033403277397156,0.9904785752296448,0.23167577069997788,0.5128392785787582,0.3368976377952756
20,16,0.5234804749488831,0.6641238331794739,0.9382817149162292,0.2502236670255661,0.5645052582025528,0.3368976377952756
20,15,0.5109066963195801,0.6262323260307312,0.046210888773202896,0.24421340084075926,0.5322974771261215,0.3368976377952756
20,12,0.36286619305610657,0.32979485392570496,0.9998606443405151,0.17345004028081895,0.2803256258368492,0.3368976377952756
20,11,0.41654172539711,0.32013776898384094,0.9958620071411133,0.19910694473981858,0.2721171036362648,0.3368976377952756
21,28,0.3528085947036743,0.9510354399681091,0.9012967944145203,0.16864250826835633,0.8083801239728927,0.3537425196850394
21,27,0.3797329366207123,0.9052744507789612,0.4253131151199341,0.18151234370470046,0.769483283162117,0.3537425196850394
21,24,0.446459025144577,0.609108030796051,0.9973621368408203,0.21340741401910782,0.5177418261766433,0.3537425196850394
21,23,0.4854757785797119,0.6036470532417297,0.9902694821357727,0.23205742216110228,0.5130999952554702,0.3537425196850394
21,16,0.5215128064155579,0.6637960076332092,0.9391086101531982,0.24928312146663667,0.5642266064882279,0.3537425196850394
21,15,0.511044979095459,0.6236655712127686,0.04580385982990265,0.2442795000076294,0.5301157355308532,0.3537425196850394
21,12,0.36086106300354004,0.3295263648033142,0.9998620748519897,0.17249158811569215,0.2800974100828171,0.3537425196850394
21,11,0.41663825511932373,0.32027342915534973,0.9958530068397522,0.19915308594703673,0.2722324147820473,0.3537425196850394
22,28,0.34787753224372864,0.9518173933029175,0.9014158248901367,0.16628546041250228,0.8090447843074798,0.3705874015748032
22,27,0.3724047541618347,0.9070687890052795,0.42330434918403625,0.178009472489357,0.7710084706544876,0.3705874015748032
22,24,0.44512611627578735,0.6091312766075134,0.9973264932632446,0.21277028357982636,0.5177615851163864,0.3705874015748032
22,23,0.48508912324905396,0.6037495732307434,0.9901374578475952,0.2318726009130478,0.5131871372461319,0.3705874015748032
22,16,0.5209980607032776,0.6635962724685669,0.9397604465484619,0.24903707301616668,0.5640568315982819,0.3705874015748032
22,15,0.5102044939994812,0.622867226600647,0.045431483536958694,0.243877748131752,0.52943714261055,0.3705874015748032
22,12,0.36023223400115967,0.3289845287799835,0.9998621344566345,0.1721910078525543,0.279636849462986,0.3705874015748032
22,11,0.4159587323665619,0.3202817440032959,0.9958274364471436,0.1988282740712166,0.2722394824028015,0.3705874015748032
23,28,0.33828964829444885,0.9514857530593872,0.9022105932235718,0.16170245188474655,0.8087628901004791,0.38743228346456693
23,27,0.36727285385131836,0.9070826172828674,0.4250072240829468,0.17555642414093017,0.7710202246904373,0.38743228346456693
23,24,0.44512659311294556,0.6094911694526672,0.9973254799842834,0.21277051150798798,0.5180674940347672,0.38743228346456693
23,23,0.48480361700057983,0.6042777895927429,0.9902022480964661,0.23173612892627715,0.5136361211538315,0.38743228346456693
23,16,0.519827127456665,0.6633292436599731,0.9397644996643066,0.24847736692428588,0.5638298571109772,0.38743228346456693
23,15,0.5085567831993103,0.6226873993873596,0.045079443603754044,0.24309014236927032,0.5292842894792557,0.38743228346456693
23,12,0.357037752866745,0.3283740282058716,0.9998621940612793,0.17066404587030412,0.27911792397499086,0.38743228346456693
23,11,0.41590332984924316,0.3202939033508301,0.9958817362785339,0.19880179166793824,0.27224981784820557,0.38743228346456693
24,28,0.3351295292377472,0.9495537877082825,0.9015201926231384,0.16019191497564317,0.8071207195520401,0.4042771653543307
24,27,0.3680839240550995,0.9022553563117981,0.4232586920261383,0.17594411569833757,0.7669170528650284,0.4042771653543307
24,24,0.44255343079566956,0.6093745827674866,0.99730384349823,0.21154053992033003,0.5179683953523636,0.4042771653543307
24,23,0.4826720356941223,0.604106068611145,0.9901357889175415,0.23071723306179046,0.5134901583194733,0.4042771653543307
24,16,0.517259418964386,0.6621320843696594,0.9397034645080566,0.2472500022649765,0.5628122717142106,0.4042771653543307
24,15,0.5071572065353394,0.6210882663726807,0.044134221971035004,0.2424211447238922,0.5279250264167785,0.4042771653543307
24,12,0.35312703251838684,0.3267841041088104,0.9998621344566345,0.1687947215437889,0.27776648849248886,0.4042771653543307
24,11,0.4145929515361786,0.3196348249912262,0.9958595037460327,0.19817543083429337,0.27168960124254227,0.4042771653543307
25,28,0.3360001742839813,0.9458184242248535,0.8998463749885559,0.16060808330774307,0.8039456605911255,0.4211220472440945
25,27,0.36706486344337463,0.9009543657302856,0.4204932153224945,0.17545700472593306,0.7658112108707428,0.4211220472440945
25,24,0.4421736001968384,0.6093544363975525,0.9973347783088684,0.21135898089408875,0.5179512709379196,0.4211220472440945
25,23,0.48211994767189026,0.6040920615196228,0.9903247952461243,0.23045333498716356,0.5134782522916794,0.4211220472440945
25,16,0.5150266885757446,0.6617846488952637,0.9400237202644348,0.24618275713920593,0.5625169515609741,0.4211220472440945
25,15,0.5068438053131104,0.6201747059822083,0.043867506086826324,0.24227133893966674,0.527148500084877,0.4211220472440945
25,12,0.3495357632637024,0.32506752014160156,0.9998644590377808,0.16707809484004973,0.2763073921203613,0.4211220472440945
25,11,0.41419845819473267,0.3195335865020752,0.9959266185760498,0.1979868630170822,0.27160354852676394,0.4211220472440945
26,28,0.3371654152870178,0.9414859414100647,0.8977047801017761,0.16116506850719453,0.800263050198555,0.43796692913385826
26,27,0.36899998784065247,0.8931368589401245,0.4153304398059845,0.17638199418783188,0.7591663300991058,0.43796692913385826
26,24,0.4423258900642395,0.6091060638427734,0.9973415732383728,0.2114317754507065,0.5177401542663574,0.43796692913385826
26,23,0.4829167127609253,0.6038705110549927,0.9902487993240356,0.2308341886997223,0.5132899343967438,0.43796692913385826
26,16,0.5135147571563721,0.6609455943107605,0.9400743842124939,0.24546005392074585,0.5618037551641464,0.43796692913385826
26,15,0.5068543553352356,0.6181296110153198,0.04381158575415611,0.2422763818502426,0.5254101693630219,0.43796692913385826
26,12,0.348142147064209,0.32408058643341064,0.9998667240142822,0.1664119462966919,0.27546849846839905,0.43796692913385826
26,11,0.4140205979347229,0.3194817900657654,0.995952308177948,0.19790184581279754,0.2715595215559006,0.43796692913385826
27,28,0.3376750349998474,0.9399507641792297,0.8926839828491211,0.16140866672992707,0.7989581495523452,0.45481181102362206
27,27,0.36913156509399414,0.8933181762695312,0.40574467182159424,0.1764448881149292,0.7593204498291015,0.45481181102362206
27,24,0.441987007856369,0.6086528301239014,0.9973798990249634,0.21126978975534438,0.5173549056053162,0.45481181102362206
27,23,0.48250070214271545,0.6036860346794128,0.9904067516326904,0.23063533562421798,0.5131331294775009,0.45481181102362206
27,16,0.5109763145446777,0.6584296822547913,0.9395830631256104,0.24424667835235594,0.5596652299165725,0.45481181102362206
27,15,0.5050997138023376,0.6156622171401978,0.04369513317942619,0.2414376631975174,0.5233128845691681,0.45481181102362206
27,12,0.34786921739578247,0.32266154885292053,0.9998695254325867,0.16628148591518402,0.27426231652498245,0.45481181102362206
27,11,0.412872314453125,0.31927505135536194,0.9960273504257202,0.19735296630859375,0.27138379365205767,0.45481181102362206
28,28,0.33877816796302795,0.9395817518234253,0.8889214992523193,0.16193596428632737,0.7986444890499115,0.47165669291338586
28,27,0.3693282902240753,0.8923087120056152,0.39938977360725403,0.176538922727108,0.7584624052047729,0.47165669291338586
28,24,0.44044753909111023,0.6079989075660706,0.9973931312561035,0.21053392368555068,0.51679907143116,0.47165669291338586
28,23,0.4820346236228943,0.6032410264015198,0.9903817176818848,0.23041255009174347,0.5127548724412918,0.47165669291338586
28,16,0.5098024606704712,0.6562957167625427,0.9394786953926086,0.24368557620048523,0.5578513592481613,0.47165669291338586
28,15,0.5035789012908936,0.612532913684845,0.043305665254592896,0.24071071481704712,0.5206529766321182,0.47165669291338586
28,12,0.34680473804473877,0.3215240240097046,0.9998725652694702,0.16577266478538513,0.2732954204082489,0.47165669291338586
28,11,0.4125959575176239,0.3189850151538849,0.996046245098114,0.19722086769342423,0.27113726288080214,0.47165669291338586
29,28,0.33838337659835815,0.9385800957679749,0.8875498175621033,0.16174725401401518,0.7977930814027786,0.4885015748031496
29,27,0.37030351161956787,0.8838643431663513,0.39745011925697327,0.17700507855415346,0.7512846916913987,0.4885015748031496
29,24,0.4358515739440918,0.6062717437744141,0.997417688369751,0.20833705234527589,0.5153309822082519,0.4885015748031496
29,23,0.4796140789985657,0.6016963720321655,0.9903405904769897,0.22925552976131439,0.5114419162273407,0.4885015748031496
29,16,0.508317232131958,0.6547980308532715,0.9399446845054626,0.24297563695907592,0.5565783262252808,0.4885015748031496
29,15,0.502094030380249,0.6068666577339172,0.04329109936952591,0.24000094652175905,0.5158366590738297,0.4885015748031496
29,12,0.3452364504337311,0.3212466835975647,0.9998762011528015,0.16502302330732346,0.27305968105793,0.4885015748031496
29,11,0.41223546862602234,0.31859853863716125,0.9960793256759644,0.19704855400323867,0.2708087578415871,0.4885015748031496
30,28,0.3387005627155304,0.9379874467849731,0.8834596276283264,0.16189886897802352,0.7972893297672272,0.5053464566929134
30,27,0.37036144733428955,0.8854954838752747,0.38980886340141296,0.1770327718257904,0.7526711612939835,0.5053464566929134
