f,a,x,y,v
54,28,0.9109039902687073,0.8870265483856201,0.848336935043335
54,27,0.8246328234672546,0.853926420211792,0.9805766344070435
54,24,0.8916729688644409,0.5172622203826904,0.9983967542648315
54,23,0.8864303231239319,0.5168547630310059,0.9992039799690247
54,16,0.8292365670204163,0.3915017247200012,0.6434874534606934
54,15,0.9234591722488403,0.33462458848953247,0.893508791923523
54,12,0.8681269288063049,0.2665008306503296,0.9992132186889648
54,11,0.9072933793067932,0.2244989424943924,0.9998223185539246
55,28,0.9111309051513672,0.8869797587394714,0.8536162972450256
55,27,0.8141734004020691,0.8717684745788574,0.9813902378082275
55,24,0.8869312405586243,0.5171746015548706,0.998507022857666
55,23,0.8823354840278625,0.5166130065917969,0.9992566704750061
55,16,0.8246772885322571,0.395736962556839,0.6675642132759094
55,15,0.9170253276824951,0.332399845123291,0.9036378264427185
55,12,0.8639736175537109,0.2662586569786072,0.9992774724960327
55,11,0.9011995792388916,0.2245103269815445,0.9998393058776855
56,28,0.9113876223564148,0.8870007991790771,0.8537139296531677
56,27,0.807839572429657,0.8862694501876831,0.98151695728302
56,24,0.882775068283081,0.5169965624809265,0.9985560774803162
56,23,0.8787744045257568,0.5161244869232178,0.9992796182632446
56,16,0.8209620118141174,0.39663052558898926,0.6888318061828613
56,15,0.9085586667060852,0.33606043457984924,0.9128153920173645
56,12,0.8604522943496704,0.2655981183052063,0.9993391036987305
56,11,0.8960607647895813,0.22452698647975922,0.9998545050621033
57,28,0.9126513600349426,0.8900993466377258,0.8506177067756653
57,27,0.8065585494041443,0.8956984877586365,0.9809839129447937
57,24,0.8738902807235718,0.5169137716293335,0.9985467791557312
57,23,0.8757801651954651,0.5159664154052734,0.9992691874504089
57,16,0.8140454888343811,0.39691656827926636,0.705908477306366
57,15,0.900559663772583,0.3382631242275238,0.9212252497673035
57,12,0.8525175452232361,0.26540011167526245,0.9993961453437805
57,11,0.8923161625862122,0.22539152204990387,0.9998682737350464
58,28,0.9124866724014282,0.8900350332260132,0.8470059633255005
58,27,0.8056851029396057,0.9038069844245911,0.9802489876747131
58,24,0.8661994934082031,0.5164037942886353,0.9984938502311707
58,23,0.8734899759292603,0.5158600211143494,0.9992321133613586
58,16,0.808112382888794,0.3984522521495819,0.7208099365234375
58,15,0.8946638703346252,0.3393234312534332,0.9286888241767883
58,12,0.8449576497077942,0.26636967062950134,0.9994463324546814
58,11,0.8868196606636047,0.22648581862449646,0.9998804330825806
59,28,0.9114146828651428,0.8885946869850159,0.8474275469779968
59,27,0.801726758480072,0.9045295715332031,0.9801436066627502
59,24,0.857370913028717,0.5150771737098694,0.9984011054039001
59,23,0.8696226477622986,0.5144982933998108,0.9991949200630188
59,16,0.8049845099449158,0.39874738454818726,0.7266992926597595
59,15,0.8875236511230469,0.3400611877441406,0.9352615475654602
59,12,0.8395921587944031,0.2663789987564087,0.9994866847991943
59,11,0.8797851800918579,0.22665391862392426,0.9998912215232849
60,28,0.9060115218162537,0.879271388053894,0.8462159037590027
60,27,0.8027823567390442,0.9068965911865234,0.980488657951355
60,24,0.8519212603569031,0.5127621293067932,0.9984155297279358
60,23,0.8655890226364136,0.5129169225692749,0.9992201924324036
60,16,0.7974141836166382,0.3993534743785858,0.7323766946792603
60,15,0.8825957179069519,0.34048500657081604,0.9411259889602661
60,12,0.833907961845398,0.26702865958213806,0.9995245933532715
60,11,0.8759250044822693,0.2270902842283249,0.9999011754989624
61,28,0.8973595499992371,0.8664695024490356,0.8464922904968262
61,27,0.8033642172813416,0.906384289264679,0.981145441532135
61,24,0.8431971073150635,0.5116147398948669,0.9984314441680908
61,23,0.8628807067871094,0.5116193890571594,0.9992566704750061
61,16,0.7926663756370544,0.3991934657096863,0.739794135093689
61,15,0.8777424693107605,0.34095537662506104,0.9464936852455139
61,12,0.8275905847549438,0.2679097354412079,0.9995551109313965
61,11,0.8717225790023804,0.22749260067939758,0.9999101758003235
62,28,0.8852933645248413,0.8462056517601013,0.8460142612457275
62,27,0.8031136393547058,0.9058712124824524,0.9820019602775574
62,24,0.8339414000511169,0.5100075006484985,0.9983997344970703
62,23,0.8571138381958008,0.5099251866340637,0.999290943145752
62,16,0.7880967259407043,0.39906877279281616,0.7458829879760742
62,15,0.8719516396522522,0.34165191650390625,0.9510706067085266
62,12,0.8218963146209717,0.2677002549171448,0.9995691776275635
62,11,0.8656719326972961,0.227440744638443,0.9999183416366577
63,28,0.87590092420578,0.832131028175354,0.8557370901107788
63,27,0.8042356967926025,0.9052755832672119,0.9832316040992737
63,24,0.8234351873397827,0.5098878145217896,0.9984213709831238
63,23,0.8520776629447937,0.5098928213119507,0.9993302226066589
63,16,0.7864562273025513,0.3994629681110382,0.7507447600364685
63,15,0.8662105202674866,0.34092384576797485,0.9555053114891052
63,12,0.8166957497596741,0.26660215854644775,0.9995702505111694
63,11,0.8609451651573181,0.22638531029224396,0.999925971031189
64,28,0.8616195917129517,0.7945159673690796,0.8645918965339661
64,27,0.8035671710968018,0.907213568687439,0.9845607876777649
64,24,0.8155373930931091,0.5102984309196472,0.9984108209609985
64,23,0.8467209935188293,0.5101557970046997,0.9993584752082825
64,16,0.7810066342353821,0.3995119631290436,0.757012665271759
64,15,0.8615632653236389,0.3401128649711609,0.9595462083816528
64,12,0.8103461861610413,0.2653355896472931,0.9995476007461548
64,11,0.8583672642707825,0.226274773478508,0.9999327063560486
65,28,0.8521082997322083,0.7682347893714905,0.8752594590187073
65,27,0.801813542842865,0.9047644734382629,0.9859198331832886
65,24,0.8076562285423279,0.5127443075180054,0.9983965158462524
65,23,0.8402346968650818,0.5133073329925537,0.9993873834609985
65,16,0.776389479637146,0.39907386898994446,0.7621924877166748
65,15,0.8559502959251404,0.3385479748249054,0.9632895588874817
65,12,0.8054053783416748,0.2624002695083618,0.9995235204696655
65,11,0.85536128282547,0.2254120260477066,0.9999390244483948
66,28,0.8371399641036987,0.7458215355873108,0.8818729519844055
66,27,0.8025885224342346,0.9053178429603577,0.9870988130569458
66,24,0.8025468587875366,0.5147988200187683,0.998285710811615
66,23,0.8348001837730408,0.5155032277107239,0.9994038939476013
66,16,0.7719913721084595,0.39905357360839844,0.7651062607765198
66,15,0.8511162400245667,0.3381385803222656,0.9666822552680969
66,12,0.802774965763092,0.2619663178920746,0.9994617104530334
66,11,0.8504779934883118,0.2250005453824997,0.9999445080757141
67,28,0.8181520700454712,0.7238448858261108,0.8841389417648315
67,27,0.8023322224617004,0.9105488657951355,0.9880989789962769
67,24,0.7982166409492493,0.5144749879837036,0.998207688331604
67,23,0.8301414251327515,0.5155270099639893,0.9994266033172607
67,16,0.7695505023002625,0.39894258975982666,0.7698196172714233
67,15,0.8474416136741638,0.3365659713745117,0.9697039127349854
67,12,0.8000634908676147,0.25978976488113403,0.9994212985038757
67,11,0.8467013835906982,0.22486846148967743,0.9999493956565857
68,28,0.8006056547164917,0.7209065556526184,0.8772472143173218
68,27,0.8003920912742615,0.9119243025779724,0.9887192249298096
68,24,0.7925191521644592,0.5123053789138794,0.9980458617210388
68,23,0.823466420173645,0.515082061290741,0.9994345307350159
68,16,0.7671228051185608,0.3990841507911682,0.7696961164474487
68,15,0.8441241979598999,0.33551183342933655,0.9724025726318359
68,12,0.7980021238327026,0.2570563852787018,0.9993715286254883
68,11,0.8416057229042053,0.2236146777868271,0.9999536871910095
69,28,0.7907412648200989,0.7100200653076172,0.8744410276412964
69,27,0.799333393573761,0.9095682501792908,0.9894358515739441
69,24,0.7888145446777344,0.5092922449111938,0.9979551434516907
69,23,0.8186537623405457,0.5126716494560242,0.9994558691978455
69,16,0.762539267539978,0.39860057830810547,0.770805299282074
69,15,0.8403319716453552,0.333935022354126,0.9748957753181458
69,12,0.794921338558197,0.253417044878006,0.9993395805358887
69,11,0.8383599519729614,0.22247926890850067,0.9999576807022095
70,28,0.78891521692276,0.7103497982025146,0.8779796957969666
70,27,0.7991764545440674,0.9102935791015625,0.9901090264320374
70,24,0.7878066301345825,0.5090550780296326,0.9979009032249451
70,23,0.8146671652793884,0.5126048922538757,0.9994748830795288
70,16,0.7602769732475281,0.3985776901245117,0.765912652015686
70,15,0.8348309993743896,0.32961198687553406,0.9771981835365295
70,12,0.7929657697677612,0.2484261393547058,0.9993281960487366
70,11,0.8331180810928345,0.22016428411006927,0.9999614953994751
71,28,0.7793684005737305,0.7047030925750732,0.8823166489601135
71,27,0.7995694279670715,0.9092477560043335,0.990777850151062
71,24,0.7847676873207092,0.5089635252952576,0.9979040622711182
71,23,0.8104021549224854,0.5129452347755432,0.9994910955429077
71,16,0.7568890452384949,0.4003956913948059,0.7610998749732971
71,15,0.8318467736244202,0.3284815847873688,0.9792268872261047
71,12,0.7916422486305237,0.24756325781345367,0.999329149723053
71,11,0.8287307024002075,0.22002388536930084,0.9999648332595825
72,28,0.7707881927490234,0.696493923664093,0.8878424763679504
72,27,0.7997967600822449,0.9089568853378296,0.9914685487747192
72,24,0.7788843512535095,0.5081433057785034,0.9978412389755249
72,23,0.8044241666793823,0.5130204558372498,0.9994856715202332
72,16,0.7541024684906006,0.4008373022079468,0.7467445731163025
72,15,0.8284292817115784,0.32886675000190735,0.9809939861297607
72,12,0.790395200252533,0.24580880999565125,0.9993072152137756
72,11,0.8268206715583801,0.22011178731918335,0.9999676942825317
73,28,0.7658466100692749,0.7012212872505188,0.8912804126739502
73,27,0.7996282577514648,0.9099666476249695,0.9920990467071533
73,24,0.7780775427818298,0.5080603361129761,0.9978311657905579
73,23,0.7991223931312561,0.5116937160491943,0.9995085000991821
73,16,0.749634325504303,0.401591420173645,0.7346445918083191
73,15,0.8204343318939209,0.32550305128097534,0.9826686382293701
73,12,0.7880385518074036,0.24617496132850647,0.9992774128913879
73,11,0.8210451602935791,0.21991603076457977,0.9999703764915466
74,28,0.7617961764335632,0.7095695734024048,0.8973062634468079
74,27,0.7991155385971069,0.9099153280258179,0.9927687048912048
74,24,0.7759842276573181,0.5095085501670837,0.997938871383667
74,23,0.7932901978492737,0.5134248733520508,0.9995406270027161
74,16,0.7457817792892456,0.4013567268848419,0.7264397740364075
74,15,0.8161889314651489,0.3206701874732971,0.9841962456703186
74,12,0.7849903106689453,0.2466953992843628,0.9992805123329163
74,11,0.8170766234397888,0.21985340118408203,0.9999728202819824
75,28,0.7542522549629211,0.7160155177116394,0.9028411507606506
75,27,0.7969990372657776,0.9095982909202576,0.9932951331138611
75,24,0.7706042528152466,0.5108829736709595,0.9979496002197266
75,23,0.7896175384521484,0.5151702761650085,0.9995530843734741
75,16,0.7432824969291687,0.4013204276561737,0.7091478705406189
75,15,0.811267077922821,0.3201621472835541,0.9855889678001404
75,12,0.7813431024551392,0.24739190936088562,0.999244749546051
75,11,0.8118221759796143,0.2197842299938202,0.9999749660491943
76,28,0.7455605268478394,0.7432182431221008,0.9073620438575745
76,27,0.7961138486862183,0.9072641730308533,0.9935872554779053
76,24,0.7628687024116516,0.5110635757446289,0.9980277419090271
76,23,0.7870081067085266,0.5156674981117249,0.9995642304420471
76,16,0.7383677959442139,0.40142470598220825,0.6943215131759644
76,15,0.804682195186615,0.3204096555709839,0.9868936538696289
76,12,0.7746614217758179,0.24759361147880554,0.999242901802063
76,11,0.807528555393219,0.21977663040161133,0.9999771118164062
77,28,0.7332103252410889,0.7754184007644653,0.9130645394325256
77,27,0.7949830889701843,0.9065508246421814,0.9939066767692566
77,24,0.7550209164619446,0.5111725926399231,0.9981329441070557
77,23,0.7826657891273499,0.5170170068740845,0.9995859265327454
77,16,0.7326155304908752,0.40100619196891785,0.6888563632965088
77,15,0.7991898059844971,0.3209819793701172,0.9880831837654114
77,12,0.7686194777488708,0.24800966680049896,0.9992520809173584
77,11,0.8029097318649292,0.22022409737110138,0.9999790787696838
78,28,0.7206956744194031,0.8073379993438721,0.9188966155052185
78,27,0.7937729954719543,0.9057694673538208,0.9940906167030334
78,24,0.7500037550926208,0.5140888094902039,0.9982542395591736
78,23,0.7809380888938904,0.5194507837295532,0.9995972514152527
78,16,0.7272199988365173,0.4007784426212311,0.6801908612251282
78,15,0.7945730090141296,0.32145798206329346,0.9891420006752014
78,12,0.7627383470535278,0.24867047369480133,0.9992923736572266
78,11,0.7988786101341248,0.2205173224210739,0.9999808669090271
79,28,0.7096145153045654,0.8310007452964783,0.923064649105072
79,27,0.7935628890991211,0.906013548374176,0.9942368268966675
79,24,0.7471637725830078,0.5176270604133606,0.99836665391922
79,23,0.77433842420578,0.5218004584312439,0.9996142983436584
79,16,0.7219076752662659,0.4003010094165802,0.6792889833450317
79,15,0.7890310287475586,0.32187747955322266,0.9901384711265564
79,12,0.7578087449073792,0.2487718015909195,0.9993348121643066
79,11,0.7927055954933167,0.22076869010925293,0.9999825358390808
80,28,0.7029866576194763,0.8526585698127747,0.9277129769325256
80,27,0.7937653660774231,0.9067351222038269,0.9943179488182068
80,24,0.7422220706939697,0.521453320980072,0.9984492063522339
80,23,0.7701628804206848,0.5243989825248718,0.9996203184127808
80,16,0.7179372906684875,0.4004526436328888,0.6799319982528687
80,15,0.7838374376296997,0.32147297263145447,0.9910273551940918
80,12,0.7526334524154663,0.2488553673028946,0.9993637800216675
80,11,0.7865011692047119,0.2211327701807022,0.9999839663505554
81,28,0.691777229309082,0.8736359477043152,0.9321321845054626
81,27,0.7940096259117126,0.9070802330970764,0.9943791031837463
81,24,0.7367064356803894,0.5240941643714905,0.9985103607177734
81,23,0.7654487490653992,0.5262723565101624,0.9996157288551331
81,16,0.7118040919303894,0.4014468789100647,0.682258665561676
81,15,0.7775093913078308,0.32052120566368103,0.991802990436554
81,12,0.7458765506744385,0.2498045414686203,0.9993896484375
81,11,0.7793923616409302,0.22163783013820648,0.9999851584434509
82,28,0.6855958104133606,0.8784555792808533,0.93572598695755
82,27,0.7941611409187317,0.9070460796356201,0.9943471550941467
82,24,0.7335447072982788,0.5271288752555847,0.9984948635101318
82,23,0.7602856159210205,0.5288048386573792,0.9995823502540588
82,16,0.7070421576499939,0.40365803241729736,0.6769468784332275
82,15,0.7709980607032776,0.3204646408557892,0.9924830198287964
82,12,0.7407789826393127,0.2498420774936676,0.9994021654129028
82,11,0.77099609375,0.22242297232151031,0.9999859929084778
83,28,0.6818150877952576,0.8876970410346985,0.9370915293693542
83,27,0.7942297458648682,0.907029390335083,0.9940782189369202
83,24,0.7279829382896423,0.5277251601219177,0.9984560608863831
83,23,0.7551151514053345,0.5282889604568481,0.99955153465271
83,16,0.7006470561027527,0.4059302806854248,0.6748297214508057
83,15,0.764155387878418,0.32016435265541077,0.9930950999259949
83,12,0.7334163188934326,0.2513915002346039,0.9994103312492371
83,11,0.7648220062255859,0.22390922904014587,0.9999867081642151
84,28,0.6822124123573303,0.8916443586349487,0.9382495284080505
84,27,0.7941809296607971,0.9060750603675842,0.9937959909439087
84,24,0.7215396165847778,0.5270082950592041,0.998428225517273
84,23,0.749612033367157,0.527901828289032,0.9995002150535583
84,16,0.6925336718559265,0.4060521721839905,0.678951621055603
84,15,0.7592461109161377,0.3202899992465973,0.9936700463294983
84,12,0.7258127927780151,0.2521800100803375,0.9994339346885681
84,11,0.7591854333877563,0.2267456352710724,0.9999874234199524
85,28,0.6821224689483643,0.8926265239715576,0.9402695298194885
85,27,0.7933434247970581,0.899754524230957,0.9936912655830383
85,24,0.7140234112739563,0.5266364216804504,0.9983970522880554
85,23,0.7424906492233276,0.5278506278991699,0.9994431734085083
85,16,0.6851211786270142,0.4062952399253845,0.6824626326560974
85,15,0.7541064023971558,0.3203263282775879,0.9941964149475098
85,12,0.7187088131904602,0.2535988390445709,0.9994470477104187
85,11,0.752096951007843,0.2289866805076599,0.9999878406524658
86,28,0.6814448833465576,0.8966051936149597,0.9409695863723755
86,27,0.7894310355186462,0.8884915113449097,0.993422269821167
86,24,0.7095884084701538,0.5265156030654907,0.998487651348114
86,23,0.7345622777938843,0.5265214443206787,0.9994475245475769
86,16,0.6798577904701233,0.40619444847106934,0.6922364234924316
86,15,0.7495830655097961,0.32041528820991516,0.9946569800376892
86,12,0.7110317349433899,0.25457367300987244,0.9994829893112183
86,11,0.7438560128211975,0.2289430797100067,0.9999884366989136
87,28,0.6815087795257568,0.8960338830947876,0.9342719912528992
87,27,0.7787196040153503,0.870948314666748,0.99265456199646
87,24,0.7074710726737976,0.524721086025238,0.9986000657081604
87,23,0.7259448170661926,0.5244550108909607,0.9994791746139526
87,16,0.6719374060630798,0.4058161973953247,0.7033470869064331
87,15,0.743665874004364,0.32099419832229614,0.99508136510849
87,12,0.7043852210044861,0.25488394498825073,0.9995219707489014
87,11,0.7388333678245544,0.2300177961587906,0.9999890923500061
88,28,0.6829664707183838,0.8895346522331238,0.9300544261932373
88,27,0.7680861949920654,0.8577497601509094,0.9927041530609131
88,24,0.7038001418113708,0.5176348686218262,0.9987146854400635
88,23,0.7193625569343567,0.5167664885520935,0.9995181560516357
88,16,0.6654265522956848,0.40560823678970337,0.7150574922561646
88,15,0.7396312952041626,0.3264859616756439,0.9954469203948975
88,12,0.6991640329360962,0.2545740306377411,0.9995620250701904
88,11,0.7322289943695068,0.2303919941186905,0.9999898672103882
89,28,0.6866939067840576,0.8835068941116333,0.9229372143745422
89,27,0.75490403175354,0.840149462223053,0.9917446374893188
89,24,0.69953852891922,0.5138919949531555,0.9988347291946411
89,23,0.7134264707565308,0.509451687335968,0.9995583295822144
89,16,0.659771203994751,0.4054360091686249,0.7273073792457581
89,15,0.7330322861671448,0.32635533809661865,0.9958194494247437
89,12,0.6937716007232666,0.2550160586833954,0.9996007680892944
89,11,0.7270136475563049,0.23076584935188293,0.9999906420707703
90,28,0.6823007464408875,0.8957540392875671,0.9235802888870239
90,27,0.7397485971450806,0.8174676299095154,0.9915106296539307
90,24,0.6939777731895447,0.513891339302063,0.9989450573921204
90,23,0.7066097259521484,0.5102582573890686,0.9995948076248169
90,16,0.6553963422775269,0.4048760235309601,0.739419162273407
90,15,0.7305744886398315,0.327182799577713,0.9961488842964172
90,12,0.689589262008667,0.2550332248210907,0.9996371269226074
90,11,0.7221060991287231,0.2315901815891266,0.9999912977218628
91,28,0.6764788031578064,0.8990753889083862,0.9287262558937073
91,27,0.7230344414710999,0.7870066165924072,0.9917471408843994
91,24,0.6903647184371948,0.514205276966095,0.999047577381134
91,23,0.697349488735199,0.5111074447631836,0.9996306896209717
91,16,0.6511179208755493,0.40460968017578125,0.7530890703201294
91,15,0.7263319492340088,0.328604519367218,0.9964048266410828
91,12,0.6866394281387329,0.2545718550682068,0.9996716380119324
91,11,0.7178119421005249,0.23236805200576782,0.9999918937683105
92,28,0.6752795577049255,0.8997727036476135,0.9332429766654968
92,27,0.709216833114624,0.7629807591438293,0.9919612407684326
92,24,0.6866471171379089,0.5142151713371277,0.9991402626037598
92,23,0.6916578412055969,0.5117551684379578,0.9996630549430847
92,16,0.6464455723762512,0.40459415316581726,0.7663683891296387
92,15,0.7205255031585693,0.33228588104248047,0.9966683983802795
92,12,0.6825495958328247,0.25417256355285645,0.999703049659729
92,11,0.7137782573699951,0.23241890966892242,0.9999924302101135
93,28,0.6732112765312195,0.9033690094947815,0.938434362411499
93,27,0.6951814889907837,0.7402401566505432,0.9922472238540649
93,24,0.6820417046546936,0.5150232315063477,0.9992242455482483
93,23,0.6867529153823853,0.5122048258781433,0.9996932148933411
93,16,0.6418720483779907,0.40456393361091614,0.774448037147522
93,15,0.7161491513252258,0.3327897787094116,0.9969144463539124
93,12,0.6794986724853516,0.25416067242622375,0.9997314214706421
93,11,0.7083162069320679,0.2323695570230484,0.9999929666519165
94,28,0.6711997389793396,0.9062601327896118,0.9417020678520203
94,27,0.6837055087089539,0.7301588654518127,0.9918947815895081
94,24,0.6778772473335266,0.5154049396514893,0.9992986917495728
94,23,0.6813103556632996,0.5117510557174683,0.9997196793556213
94,16,0.6369916796684265,0.40455183386802673,0.7793840765953064
94,15,0.7118886113166809,0.3333382308483124,0.9970753192901611
94,12,0.6756660342216492,0.2541083097457886,0.999755859375
94,11,0.7029973268508911,0.23248793184757233,0.9999933838844299
95,28,0.6680771708488464,0.9056988954544067,0.9450404047966003
95,27,0.6715287566184998,0.7170549631118774,0.9912463426589966
95,24,0.6729241609573364,0.51542067527771,0.9993624091148376
95,23,0.6763235330581665,0.5084534883499146,0.999739408493042
95,16,0.6327130198478699,0.4045783579349518,0.7848095297813416
95,15,0.7076104283332825,0.3359946012496948,0.9972240924835205
95,12,0.6701177358627319,0.25419560074806213,0.9997770190238953
95,11,0.70094895362854,0.23411282896995544,0.9999936819076538
96,28,0.6695120334625244,0.907734215259552,0.948837399482727
96,27,0.6614018678665161,0.7099792957305908,0.9907296299934387
96,24,0.6698798537254333,0.5138452053070068,0.9994208812713623
96,23,0.6715855002403259,0.5055837035179138,0.9997584819793701
96,16,0.628753662109375,0.40333208441734314,0.794645369052887
96,15,0.7017361521720886,0.33558031916618347,0.9974257349967957
96,12,0.6664056181907654,0.25386881828308105,0.9997968673706055
96,11,0.6979373693466187,0.23444852232933044,0.9999940991401672
97,28,0.6712607145309448,0.9055039286613464,0.9527559876441956
97,27,0.6513636708259583,0.7132911086082458,0.9905774593353271
97,24,0.6649762392044067,0.5147013664245605,0.9994747638702393
97,23,0.6630285978317261,0.508161723613739,0.9997766613960266
97,16,0.625290036201477,0.4031917154788971,0.8009078502655029
97,15,0.6975070238113403,0.33427807688713074,0.9976115822792053
97,12,0.663209855556488,0.2528953552246094,0.9998157620429993
